date,INSTRUMENT_1,INSTRUMENT_2,INSTRUMENT_3,INSTRUMENT_4,INSTRUMENT_5,INSTRUMENT_6,INSTRUMENT_7,INSTRUMENT_8,INSTRUMENT_9,INSTRUMENT_10
2021-03-08,358.94,292.1,71.45,47.67,121.74,113.27,158.0,43.91,53020.56,1858.16
2021-03-09,364.09,303.61,72.42,48.72,123.43,113.81,161.35,43.52,55573.13,1896.46
2021-03-10,366.37,302.75,72.72,48.51,123.69,114.04,162.17,44.16,56554.19,1820.66
2021-03-11,370.11,309.71,73.11,50.04,122.8,114.01,162.04,45.03,58505.07,1851.93
2021-03-12,370.62,307.24,73.28,49.15,120.18,113.18,162.0,44.77,57957.19,1791.88
2021-03-13,370.64,307.2,73.28,49.15,120.18,113.18,162.0,44.77,61983.9,1950.59
2021-03-14,370.63,307.19,73.28,49.15,120.18,113.18,161.99,44.77,59739.4,1875.67
2021-03-15,372.81,310.47,73.34,49.27,120.9,113.32,162.7,44.68,56346.86,1820.3
2021-03-16,372.36,312.16,73.46,49.48,120.42,113.3,162.85,44.25,57659.02,1832.31
2021-03-17,373.65,313.46,73.89,49.54,119.51,113.11,164.01,44.24,59703.28,1850.54
2021-03-18,368.21,303.88,73.21,48.63,118.31,112.41,163.06,40.85,58419.66,1802.64
2021-03-19,367.51,304.95,73.41,49.23,119.05,112.33,163.74,42.15,58817.02,1835.65
2021-03-20,367.48,304.94,73.41,49.23,119.04,112.33,163.74,42.15,58883.08,1832.9
2021-03-21,367.46,304.94,73.41,49.23,119.03,112.33,163.74,42.15,58104.99,1809.26
2021-03-22,370.36,310.66,73.48,49.09,120.36,112.7,163.49,42.09,54800.38,1705.9
2021-03-23,367.45,309.29,72.46,48.14,121.44,113.26,162.29,39.72,55051.69,1692.45
2021-03-24,365.59,304.08,72.1,47.05,122.09,113.41,162.85,41.82,52977.05,1604.76
2021-03-25,367.66,303.56,72.64,47.26,121.13,113.26,162.26,40.24,51965.87,1608.85
2021-03-26,373.54,308.11,73.58,48.49,120.7,112.88,162.73,41.9,55755.33,1723.87
2021-03-27,373.53,308.09,73.59,48.49,120.71,112.88,162.72,41.9,56554.05,1738.28
2021-03-28,373.53,308.07,73.58,48.49,120.71,112.88,162.72,41.9,56483.98,1711.83
2021-03-29,373.39,307.95,73.3,48.15,119.68,112.48,160.78,42.29,58370.6,1842.89
2021-03-30,372.37,306.43,73.2,48.31,120.32,112.38,158.03,41.53,59502.61,1866.55
2021-03-31,373.87,311.11,72.88,48.55,119.65,112.22,160.42,40.89,59501.88,1946.13
2021-04-01,377.93,316.43,73.83,49.02,121.64,112.72,162.45,42.2,59486.4,1996.18
2021-04-02,377.94,316.4,73.84,49.03,121.65,112.72,162.44,42.2,59717.08,2164.78
2021-04-03,377.95,316.43,73.84,49.03,121.64,112.72,162.43,42.2,57790.03,2037.3
2021-04-04,377.95,316.42,73.84,49.03,121.64,112.72,162.43,42.2,58943.83,2106.22
2021-04-05,383.38,322.75,74.92,49.22,121.12,112.4,162.38,40.63,59876.47,2138.98
2021-04-06,383.17,322.54,74.12,49.49,121.95,112.95,163.67,41.05,58726.61,2143.1
2021-04-07,383.6,323.31,74.28,48.76,121.09,112.89,163.21,41.22,56666.53,1991.69
2021-04-08,385.43,326.66,74.7,49.16,122.1,113.28,164.97,41.18,58825.48,2109.62
2021-04-09,388.21,328.65,74.93,48.74,121.65,112.98,163.73,41.0,58876.9,2095.8
2021-04-10,388.21,328.7,74.93,48.74,121.65,112.98,163.73,41.01,60507.0,2163.36
2021-04-11,388.22,328.71,74.93,48.74,121.65,112.98,163.72,41.01,60739.17,2181.49
2021-04-12,388.35,328.31,74.51,48.45,121.6,112.91,162.72,41.27,60584.19,2166.63
2021-04-13,389.51,332.17,74.94,48.65,122.52,113.38,163.88,41.77,64346.09,2329.62
2021-04-14,388.15,328.19,75.0,48.9,122.13,113.23,163.18,43.42,63708.46,2464.93
2021-04-15,392.31,333.14,75.63,49.34,124.18,113.96,165.82,43.66,63924.41,2547.8
2021-04-16,393.62,333.56,76.18,49.47,123.21,113.65,166.84,43.56,62067.97,2454.05
2021-04-17,393.6,333.53,76.18,49.46,123.21,113.65,166.82,43.57,60741.2,2346.91
2021-04-18,393.61,333.56,76.18,49.46,123.21,113.65,166.82,43.56,56842.89,2264.45
2021-04-19,391.65,330.51,76.04,49.28,122.86,113.53,166.35,43.71,56309.18,2188.35
2021-04-20,388.79,328.04,74.67,48.87,123.44,113.87,166.96,43.13,57131.24,2359.38
2021-04-21,392.45,330.85,75.44,49.17,123.69,113.93,168.61,42.15,54463.51,2386.05
2021-04-22,388.86,326.86,75.18,49.0,124.23,114.02,167.53,42.47,52342.07,2427.88
2021-04-23,393.06,330.98,75.95,49.71,123.93,113.87,166.89,42.84,51768.52,2395.85
2021-04-24,393.08,331.0,75.95,49.71,123.93,113.88,166.89,42.84,50681.88,2239.79
2021-04-25,393.09,330.98,75.95,49.71,123.93,113.87,166.89,42.84,49693.03,2348.68
2021-04-26,393.91,333.11,76.01,49.77,123.76,113.75,167.32,42.7,54683.13,2563.69
2021-04-27,393.83,331.67,75.77,49.75,122.66,113.3,166.88,43.5,55704.43,2698.6
2021-04-28,393.67,330.54,75.96,50.12,122.75,113.45,167.38,43.92,55537.72,2781.28
2021-04-29,396.19,331.73,75.99,50.0,122.38,113.25,166.69,44.66,54235.87,2790.04
2021-04-30,393.63,329.58,75.04,49.12,122.66,113.35,166.11,43.66,58433.43,2804.8
2021-05-01,393.63,329.57,75.04,49.12,122.66,113.35,166.11,43.66,58542.57,2979.1
2021-05-02,393.63,329.57,75.04,49.12,122.67,113.35,166.12,43.66,57299.1,2983.89
2021-05-03,394.48,327.81,75.87,49.12,122.74,113.47,168.28,44.38,57891.8,3470.69
2021-05-04,392.07,321.88,74.75,48.56,123.59,113.62,167.05,45.27,53860.23,3277.22
2021-05-05,392.15,320.78,75.77,48.79,123.79,113.76,167.74,45.06,58154.46,3565.05
2021-05-06,395.25,323.2,76.39,49.25,124.0,113.81,170.53,44.8,57092.75,3528.75
2021-05-07,398.13,325.85,77.26,49.76,123.38,113.85,172.06,44.82,58023.33,3518.02
2021-05-08,398.12,325.86,77.26,49.76,123.38,113.85,172.07,44.82,59592.16,3953.61
2021-05-09,398.14,325.83,77.26,49.76,123.38,113.85,172.05,44.82,58963.29,3967.36
2021-05-10,394.19,317.54,76.85,48.87,122.13,113.62,172.58,44.87,56508.45,3989.4
2021-05-11,390.65,317.11,75.84,48.73,121.43,113.43,172.61,45.26,57364.0,4218.47
2021-05-12,382.31,308.9,74.63,47.39,120.16,112.88,170.9,45.61,50241.8,3863.52
2021-05-13,386.86,311.31,75.18,47.32,120.34,113.26,171.61,44.19,50279.19,3756.69
2021-05-14,392.79,318.17,76.44,48.17,121.46,113.51,173.18,45.09,50451.0,4117.03
2021-05-15,392.79,318.18,76.45,48.17,121.46,113.52,173.16,45.09,47345.08,3685.3
2021-05-16,392.78,318.19,76.45,48.17,121.46,113.52,173.17,45.09,47013.64,3620.25
2021-05-17,391.81,316.25,76.31,48.13,121.2,113.41,175.19,45.78,44079.22,3317.04
2021-05-18,388.45,314.11,76.47,48.77,120.89,113.41,175.54,45.22,43381.26,3411.39
2021-05-19,387.43,314.48,75.8,48.63,120.6,113.07,175.65,43.79,37157.27,2465.51
2021-05-20,391.56,320.57,76.81,48.91,121.58,113.53,176.44,42.83,41040.68,2798.05
2021-05-21,391.24,318.79,76.91,48.34,121.98,113.57,176.54,44.07,37724.8,2454.78
2021-05-22,391.26,318.8,76.91,48.34,121.97,113.57,176.53,44.08,37929.4,2316.61
2021-05-23,391.26,318.8,76.91,48.34,121.98,113.57,176.53,44.07,35100.55,2116.56
2021-05-24,395.27,324.14,77.39,48.75,122.43,113.68,176.84,45.4,39292.52,2674.33
2021-05-25,394.37,324.63,77.41,49.23,123.58,114.11,178.45,45.3,38809.83,2730.57
2021-05-26,395.19,325.74,77.36,49.59,123.36,113.98,178.15,45.58,39738.56,2912.5
2021-05-27,395.39,324.52,77.5,49.6,122.86,113.78,178.22,45.93,39022.18,2768.83
2021-05-28,396.11,325.53,77.69,49.92,122.66,113.77,178.89,45.81,36128.06,2436.36
2021-05-29,396.07,325.53,77.69,49.92,122.66,113.77,178.89,45.81,35046.7,2302.18
2021-05-30,396.06,325.53,77.69,49.92,122.66,113.77,178.9,45.81,36106.82,2411.23
2021-05-31,396.09,325.53,77.69,49.92,122.67,113.77,178.88,45.8,37738.6,2735.05
2021-06-01,395.73,324.45,77.97,50.94,122.64,113.67,178.41,46.72,37176.67,2662.98
2021-06-02,396.37,325.08,78.23,51.02,122.93,113.8,179.27,47.3,38059.02,2735.21
2021-06-03,394.91,321.65,77.85,50.48,122.47,113.5,175.76,47.38,39748.34,2888.36
2021-06-04,398.51,327.15,78.51,50.93,124.15,114.13,177.66,47.67,37290.55,2717.93
2021-06-05,398.53,327.14,78.51,50.93,124.15,114.13,177.66,47.67,35956.11,2655.41
2021-06-06,398.53,327.15,78.53,50.93,124.15,114.13,177.66,47.68,36246.03,2740.81
2021-06-07,398.11,328.11,78.79,50.67,123.77,114.04,178.38,47.7,33974.53,2620.53
2021-06-08,398.17,328.25,78.75,50.42,124.65,114.36,177.83,48.31,33798.9,2534.49
2021-06-09,397.6,328.32,78.54,50.28,125.74,114.72,177.49,48.01,37862.92,2639.12
2021-06-10,399.45,331.77,78.75,50.68,126.5,115.13,178.25,48.26,37141.56,2498.37
2021-06-11,400.09,332.63,78.93,50.5,126.29,114.96,176.26,48.51,37807.97,2380.55
2021-06-12,400.08,332.64,78.93,50.5,126.3,114.96,176.25,48.51,36019.84,2397.04
2021-06-13,400.07,332.63,78.93,50.49,126.3,114.96,176.23,48.51,39540.56,2537.56
2021-06-14,400.94,335.8,79.07,50.63,125.33,114.6,175.2,48.77,41051.41,2609.75
2021-06-15,400.18,333.61,79.18,50.28,125.17,114.62,174.53,49.43,40677.69,2571.4
2021-06-16,397.94,332.41,78.69,49.6,125.06,113.85,171.58,49.21,38864.0,2393.74
2021-06-17,397.79,336.6,78.14,49.87,126.95,114.26,166.3,48.5,38606.57,2399.9
2021-06-18,392.44,333.92,76.52,49.52,129.34,114.9,165.38,48.83,36303.84,2258.6
2021-06-19,392.46,333.88,76.52,49.52,129.34,114.9,165.37,48.83,35972.57,2187.66
2021-06-20,392.46,333.86,76.52,49.52,129.34,114.9,165.38,48.83,36099.13,2267.5
2021-06-21,398.07,335.93,77.52,49.73,127.17,114.53,167.41,49.84,32051.22,1904.83
2021-06-22,400.2,339.04,77.54,49.5,127.48,114.74,166.71,49.9,32960.86,1899.22
2021-06-23,399.71,339.19,77.03,49.8,127.15,114.5,166.6,50.19,34148.05,1989.68
2021-06-24,402.04,341.24,77.77,50.26,127.36,114.48,166.5,50.32,35142.95,2011.76
2021-06-25,403.45,340.8,77.94,50.68,126.03,114.25,167.06,50.74,32027.12,1829.04
2021-06-26,403.43,340.82,77.94,50.68,126.03,114.26,167.05,50.73,32738.49,1850.77
2021-06-27,403.41,340.83,77.94,50.68,126.02,114.26,167.06,50.74,35204.47,2005.74
2021-06-28,404.23,344.98,77.44,50.73,127.34,114.6,167.05,50.02,35005.09,2108.83
2021-06-29,404.46,346.21,77.46,50.69,127.55,114.66,165.3,50.37,36436.29,2191.38
2021-06-30,404.77,345.63,76.86,50.36,128.12,114.84,166.09,50.36,35553.61,2302.61
2021-07-01,407.01,345.74,77.05,50.08,128.13,114.76,166.66,51.1,33979.07,2131.24
2021-07-02,410.12,349.7,77.31,50.02,128.9,115.18,167.75,51.42,34252.25,2178.66
2021-07-03,410.13,349.72,77.3,50.02,128.91,115.18,167.75,51.42,35147.68,2252.42
2021-07-04,410.12,349.74,77.31,50.02,128.91,115.18,167.76,51.42,35766.27,2349.07
2021-07-05,410.1,349.75,77.31,50.02,128.9,115.18,167.76,51.41,34158.44,2221.24
2021-07-06,409.33,351.25,76.8,49.14,130.4,115.79,168.58,50.37,34702.57,2348.54
2021-07-07,410.78,351.99,77.22,49.09,131.56,116.13,169.23,49.13,34337.99,2342.24
2021-07-08,407.45,349.86,76.22,48.06,132.08,116.43,169.12,50.0,33335.75,2139.8
2021-07-09,411.76,352.04,77.52,48.89,130.22,115.85,169.69,50.89,34297.64,2171.42
2021-07-10,411.77,352.08,77.52,48.89,130.22,115.85,169.7,50.91,33990.5,2134.19
2021-07-11,411.79,352.04,77.52,48.89,130.21,115.85,169.71,50.9,34752.1,2164.69
2021-07-12,413.26,353.42,77.86,48.93,130.05,115.79,169.5,50.81,33556.43,2054.69
2021-07-13,411.86,353.44,77.45,48.98,129.05,115.42,169.73,51.65,33192.74,1962.4
2021-07-14,412.45,354.05,77.63,49.19,130.51,115.92,171.56,50.2,33286.76,2017.44
2021-07-15,411.05,351.54,76.88,49.31,131.95,116.41,171.59,49.54,32330.39,1941.18
2021-07-16,407.79,348.69,76.32,48.93,131.71,116.39,169.92,49.64,31829.8,1897.64
2021-07-17,407.75,348.69,76.31,48.93,131.71,116.39,169.91,49.64,31978.77,1921.45
2021-07-18,407.77,348.65,76.31,48.92,131.7,116.4,169.91,49.64,32233.18,1913.07
2021-07-19,401.72,345.81,74.93,48.1,134.58,117.4,170.12,46.3,31278.33,1838.75
2021-07-20,407.47,349.83,75.48,48.26,133.29,117.26,169.89,46.98,30206.54,1805.73
2021-07-21,410.75,352.54,76.62,48.57,131.6,116.58,169.25,48.76,32589.18,2017.82
2021-07-22,411.58,354.87,76.65,48.65,132.84,116.85,169.58,49.67,32732.8,2047.66
2021-07-23,415.8,359.0,77.19,47.94,131.96,116.68,169.06,49.97,34093.47,2149.04
2021-07-24,415.79,358.99,77.2,47.93,131.96,116.68,169.06,49.98,34729.13,2210.42
2021-07-25,415.8,358.98,77.2,47.93,131.95,116.68,169.06,49.97,35868.36,2215.39
2021-07-26,416.82,359.31,77.31,47.02,131.57,116.6,168.65,50.16,37752.39,2254.13
2021-07-27,414.94,355.36,77.0,46.07,132.97,117.1,168.92,49.95,40001.33,2325.74
2021-07-28,414.77,356.68,77.33,47.31,132.99,117.2,169.77,50.21,40569.26,2326.81
2021-07-29,416.53,357.32,77.87,47.55,132.24,116.84,171.66,51.13,40563.66,2409.73
2021-07-30,414.48,355.44,77.47,47.09,132.87,117.16,170.31,51.16,42781.73,2489.36
2021-07-31,414.48,355.42,77.47,47.1,132.87,117.16,170.31,51.16,42030.17,2559.43
2021-08-01,414.5,355.4,77.46,47.1,132.88,117.16,170.3,51.16,40377.52,2583.55
2021-08-02,413.66,355.42,77.86,47.43,134.08,117.6,170.1,49.67,39672.61,2634.68
2021-08-03,416.99,357.58,78.41,47.64,134.15,117.63,169.99,49.34,38713.22,2536.21
2021-08-04,414.94,358.11,78.18,47.88,134.43,117.6,170.03,47.67,40247.15,2753.81
2021-08-05,417.59,360.39,78.56,47.81,133.74,117.17,169.35,48.58,41390.49,2856.69
2021-08-06,418.28,358.79,78.27,47.41,131.51,116.48,165.11,48.06,43387.83,2922.02
2021-08-07,418.29,358.78,78.27,47.41,131.51,116.49,165.11,48.05,45147.92,3192.97
2021-08-08,418.28,358.78,78.27,47.41,131.51,116.49,165.11,48.05,44363.31,3043.77
2021-08-09,417.95,359.44,78.23,47.56,131.04,116.24,162.19,47.07,46845.1,3193.16
2021-08-10,418.46,357.58,78.4,47.63,130.45,116.02,162.24,48.16,46171.48,3174.1
2021-08-11,419.5,356.98,78.93,47.75,130.37,116.15,164.47,48.78,46105.72,3192.6
2021-08-12,420.76,358.26,78.86,47.33,130.15,116.03,164.51,48.58,44975.22,3077.01
2021-08-13,421.52,359.53,79.34,47.21,132.19,116.7,166.88,47.91,48420.36,3355.84
2021-08-14,421.51,359.56,79.34,47.22,132.19,116.7,166.88,47.91,47661.91,3296.07
2021-08-15,421.52,359.56,79.34,47.22,132.19,116.7,166.87,47.92,47558.57,3341.35
2021-08-16,422.57,359.74,78.93,46.79,132.51,116.95,167.69,47.53,46474.93,3178.61
2021-08-17,419.76,356.57,78.19,45.93,132.45,116.89,167.44,47.06,45262.27,3041.93
2021-08-18,415.19,353.12,77.9,46.01,132.9,116.83,167.57,45.87,45267.0,3044.57
2021-08-19,415.8,354.8,77.13,45.22,133.89,117.09,167.08,45.24,47369.23,3216.84
2021-08-20,419.13,358.46,77.43,45.19,133.97,116.98,167.18,43.89,49967.02,3318.51
2021-08-21,419.13,358.44,77.43,45.19,133.96,116.98,167.18,43.89,49448.78,3257.41
2021-08-22,419.14,358.44,77.43,45.18,133.97,116.98,167.19,43.88,49882.59,3272.0
2021-08-23,422.85,363.81,78.15,45.87,133.88,117.01,169.22,46.32,50124.58,3357.03
2021-08-24,423.53,364.94,78.31,46.91,132.83,116.69,169.13,47.86,48289.3,3205.06
2021-08-25,424.44,365.37,78.34,46.96,131.72,116.23,167.96,48.31,49597.55,3262.32
2021-08-26,421.89,363.05,77.93,46.52,132.08,116.23,168.15,47.98,47429.22,3126.13
2021-08-27,425.69,366.53,78.64,47.09,132.99,116.61,170.68,48.66,49691.02,3307.18
2021-08-28,425.7,366.53,78.64,47.09,132.99,116.61,170.68,48.65,49512.01,3278.71
2021-08-29,425.72,366.53,78.63,47.09,132.99,116.61,170.68,48.65,49397.79,3258.26
2021-08-30,427.57,370.65,78.61,47.19,133.35,116.84,169.83,48.91,47581.04,3266.27
2021-08-31,426.93,370.4,78.57,47.84,132.43,116.62,170.17,48.55,47687.58,3467.0
2021-09-01,427.16,371.04,79.28,48.45,132.66,116.59,170.18,48.43,49414.51,3869.38
2021-09-02,428.46,370.88,79.61,48.23,133.24,116.73,169.72,49.46,49880.94,3827.03
2021-09-03,428.36,371.99,79.97,48.48,132.03,116.45,171.54,49.17,50650.39,3980.34
2021-09-04,428.38,371.97,79.97,48.48,132.04,116.45,171.54,49.18,50570.7,3926.74
2021-09-05,428.35,371.97,79.97,48.48,132.04,116.45,171.52,49.17,52441.28,3992.54
2021-09-06,428.37,371.95,79.97,48.48,132.05,116.45,171.52,49.17,53355.85,3968.17
2021-09-07,426.85,372.49,80.03,48.77,130.93,115.99,168.15,48.54,47504.88,3470.81
2021-09-08,426.32,371.22,79.39,48.06,131.83,116.31,167.74,49.1,46682.1,3536.57
2021-09-09,424.45,369.92,79.26,47.96,133.43,116.64,168.48,48.25,47036.67,3462.6
2021-09-10,421.13,367.13,79.08,47.91,132.26,116.27,167.62,49.31,45479.16,3244.69
2021-09-11,421.08,367.14,79.08,47.91,132.27,116.27,167.61,49.32,45796.37,3304.02
2021-09-12,421.1,367.1,79.08,47.91,132.26,116.27,167.61,49.32,46652.63,3442.46
2021-09-13,422.13,366.84,79.71,48.03,133.08,116.41,168.17,50.01,45551.34,3321.83
2021-09-14,419.86,365.8,79.38,47.63,134.7,116.85,169.25,49.83,47759.5,3472.9
2021-09-15,423.37,368.55,79.62,47.61,134.22,116.65,168.27,51.23,48772.47,3653.27
2021-09-16,422.71,368.8,79.49,47.07,133.59,116.28,164.46,51.25,48383.11,3607.3
2021-09-17,418.59,364.43,78.45,46.87,132.95,115.94,164.19,50.86,47937.59,3436.4
2021-09-18,418.58,364.44,78.45,46.86,132.95,115.94,164.18,50.86,48930.57,3472.59
2021-09-19,418.57,364.41,78.45,46.86,132.95,115.94,164.18,50.87,47861.35,3363.59
2021-09-20,411.62,356.84,76.99,45.6,134.6,116.53,165.37,50.15,43584.32,3008.26
2021-09-21,411.25,357.31,77.75,45.94,134.49,116.46,166.48,50.13,41261.65,2794.22
2021-09-22,415.24,360.68,78.14,46.52,135.3,116.57,165.86,51.04,44117.4,3107.93
2021-09-23,420.29,364.01,78.99,46.88,132.24,115.51,163.94,51.94,45460.07,3184.21
2021-09-24,420.95,364.38,78.24,46.33,130.95,115.16,163.73,52.38,43380.88,2956.25
2021-09-25,420.96,364.4,78.25,46.33,130.96,115.16,163.73,52.38,43239.15,2948.19
2021-09-26,420.92,364.42,78.24,46.33,130.95,115.17,163.74,52.38,43727.7,3087.61
2021-09-27,419.72,361.5,78.2,46.63,130.47,114.86,164.08,53.48,42695.88,2952.69
2021-09-28,411.28,351.3,76.49,46.03,128.44,114.41,162.48,52.96,41563.18,2830.42
2021-09-29,412.01,350.74,76.31,45.61,128.66,114.53,161.76,52.88,42062.71,2876.99
2021-09-30,406.95,349.44,76.01,45.97,128.64,114.67,164.67,53.12,44393.73,3028.14
2021-10-01,411.79,351.6,76.19,45.92,129.71,115.14,165.04,53.82,48760.4,3339.88
2021-10-02,411.82,351.6,76.2,45.93,129.7,115.14,165.04,53.82,48251.02,3417.84
2021-10-03,411.85,351.57,76.2,45.92,129.7,115.14,165.02,53.82,48827.87,3449.55
2021-10-04,406.52,344.2,75.4,45.25,129.37,115.0,165.79,55.06,49852.28,3418.02
2021-10-05,410.76,348.83,75.92,45.57,128.13,114.64,165.01,56.21,52128.56,3548.33
2021-10-06,412.46,351.07,75.41,45.31,128.86,114.67,165.45,54.73,56006.75,3608.89
2021-10-07,416.04,354.29,75.99,46.19,127.51,114.22,164.58,55.93,54439.66,3620.08
2021-10-08,415.26,352.51,75.98,46.37,126.61,113.97,164.65,56.04,54602.25,3595.04
2021-10-09,415.26,352.5,75.97,46.37,126.61,113.97,164.65,56.04,55639.22,3607.2
2021-10-10,415.22,352.49,75.97,46.37,126.61,113.97,164.66,56.04,55352.38,3445.14
2021-10-11,412.22,349.82,75.73,46.28,126.29,113.69,164.34,56.75,58213.85,3575.91
2021-10-12,411.23,348.64,75.77,46.04,128.45,114.21,165.1,56.67,56726.56,3524.34
2021-10-13,412.69,351.43,76.52,46.68,129.7,114.42,168.04,56.72,58116.51,3642.13
2021-10-14,419.6,357.9,77.27,46.83,130.18,114.69,168.45,57.38,58106.28,3827.96
2021-10-15,422.82,360.18,77.91,47.4,129.42,114.13,165.77,57.73,62481.46,3907.02
2021-10-16,422.83,360.21,77.92,47.4,129.42,114.13,165.77,57.73,61679.29,3867.89
2021-10-17,422.81,360.19,77.92,47.4,129.42,114.13,165.78,57.73,62353.33,3884.69
2021-10-18,424.07,363.81,77.59,47.28,130.03,113.97,165.36,57.53,62848.9,3780.08
2021-10-19,427.31,366.52,78.06,47.91,128.23,113.57,165.89,57.99,65164.0,3913.68
2021-10-20,428.96,366.06,78.33,47.9,127.36,113.52,167.36,58.71,66910.55,4200.87
2021-10-21,430.07,368.35,77.96,47.6,127.21,113.21,167.21,57.99,63069.58,4092.23
2021-10-22,429.65,365.25,78.42,47.49,128.62,113.5,168.25,58.63,61541.15,4010.71
2021-10-23,429.64,365.2,78.42,47.49,128.62,113.5,168.26,58.62,62170.82,4208.4
2021-10-24,429.65,365.22,78.42,47.49,128.62,113.5,168.27,58.62,61736.25,4121.95
2021-10-25,431.94,368.94,78.27,47.74,128.43,113.64,169.44,58.41,63991.02,4262.69
2021-10-26,432.33,370.09,78.43,47.5,129.48,113.78,168.18,59.04,61188.12,4172.0
2021-10-27,430.41,370.97,78.11,47.12,131.83,114.41,168.61,57.48,59236.84,3960.33
2021-10-28,434.58,375.08,78.87,47.16,131.38,114.12,168.57,57.98,61419.86,4328.51
2021-10-29,435.46,376.92,78.41,46.48,131.77,114.17,167.14,57.73,63120.11,4462.2
2021-10-30,435.43,376.91,78.41,46.48,131.77,114.17,167.14,57.74,62706.07,4365.8
2021-10-31,435.4,376.91,78.42,46.48,131.77,114.18,167.13,57.74,62153.16,4329.64
2021-11-01,436.13,378.2,79.18,46.85,130.84,114.08,168.0,58.12,61760.26,4362.29
2021-11-02,437.87,379.74,79.01,46.43,131.42,114.35,167.64,58.13,64102.08,4635.26
2021-11-03,440.55,383.77,79.65,46.64,130.06,114.0,166.24,55.92,63761.03,4648.25
2021-11-04,442.61,388.69,79.6,46.54,131.44,114.61,168.13,55.5,62230.37,4578.88
2021-11-05,444.2,389.06,79.72,46.48,133.42,115.24,170.33,57.14,61742.15,4519.34
2021-11-06,444.16,389.02,79.72,46.48,133.41,115.24,170.34,57.14,62300.11,4561.21
2021-11-07,444.16,389.05,79.72,46.48,133.42,115.24,170.35,57.15,64112.01,4655.89
2021-11-08,444.52,388.45,79.71,46.91,133.17,114.74,170.96,57.68,68405.59,4853.25
2021-11-09,443.04,385.78,79.53,46.73,134.91,115.27,171.8,58.57,67836.75,4776.47
2021-11-10,439.49,380.08,78.57,46.54,132.43,114.3,173.67,56.9,65748.68,4673.05
2021-11-11,439.57,381.14,78.85,47.34,132.23,113.93,174.65,56.8,65640.45,4765.17
2021-11-12,442.9,385.18,79.28,47.47,131.64,114.17,174.98,56.56,64983.59,4710.76
2021-11-13,442.94,385.2,79.28,47.47,131.64,114.17,174.99,56.57,65255.64,4687.59
2021-11-14,442.93,385.19,79.28,47.47,131.63,114.17,174.97,56.57,66411.37,4668.3
2021-11-15,443.09,385.11,79.14,47.32,129.98,113.72,174.71,56.66,64455.09,4604.98
2021-11-16,444.86,387.85,78.96,47.39,129.65,113.62,173.45,56.79,60868.14,4246.14
2021-11-17,443.77,388.01,78.86,47.14,130.67,114.03,175.03,55.58,61162.48,4324.5
2021-11-18,445.28,392.08,78.94,46.56,131.16,114.1,174.45,56.14,57674.94,4032.5
2021-11-19,444.43,394.24,78.27,46.49,132.55,114.4,173.12,54.35,58838.97,4333.32
2021-11-20,444.44,394.25,78.27,46.49,132.55,114.4,173.11,54.36,60509.19,4451.83
2021-11-21,444.44,394.26,78.27,46.5,132.55,114.41,173.12,54.36,59413.26,4295.54
2021-11-22,443.16,389.68,77.81,46.12,130.99,113.58,169.24,55.04,56996.58,4121.87
2021-11-23,443.75,387.89,77.73,46.07,129.11,113.11,167.78,56.81,58284.52,4377.33
2021-11-24,444.93,389.16,77.21,46.01,131.17,113.46,167.6,56.49,57878.34,4306.87
2021-11-25,444.92,389.12,77.21,46.02,131.17,113.46,167.6,56.48,59733.05,4565.31
2021-11-26,435.01,381.75,75.14,44.47,134.5,114.92,167.34,50.16,54429.28,4078.26
2021-11-27,434.98,381.73,75.14,44.47,134.5,114.93,167.34,50.17,55442.0,4132.96
2021-11-28,435.0,381.72,75.14,44.47,134.49,114.92,167.34,50.17,58033.39,4334.76
2021-11-29,440.31,390.01,75.52,44.65,133.41,114.66,167.11,50.72,58541.51,4485.41
2021-11-30,431.72,384.32,74.86,44.61,135.45,115.36,165.99,48.43,57706.27,4673.99
2021-12-01,426.98,377.77,74.43,44.77,136.28,115.49,166.66,47.55,57956.46,4625.3
2021-12-02,433.53,380.5,75.36,45.32,136.45,115.24,165.73,48.82,57233.48,4552.68
2021-12-03,429.77,373.89,75.05,44.69,138.08,115.92,167.11,48.53,54323.51,4255.75
2021-12-04,429.75,373.87,75.06,44.69,138.08,115.92,167.13,48.52,49803.78,4155.87
2021-12-05,429.74,373.86,75.06,44.69,138.08,115.92,167.13,48.52,50043.97,4234.55
2021-12-06,434.82,376.86,75.78,45.04,136.19,115.34,166.71,51.06,51113.71,4386.69
2021-12-07,443.81,388.18,77.38,45.75,135.07,114.9,167.29,52.16,51251.91,4346.5
2021-12-08,444.99,389.93,77.52,45.93,132.73,114.54,167.38,53.0,51130.45,4476.0
2021-12-09,441.99,384.2,76.88,45.72,133.49,114.83,166.35,51.58,48187.69,4141.92
2021-12-10,446.14,388.34,77.05,45.75,133.16,114.91,167.05,52.59,47785.79,3931.79
2021-12-11,446.1,388.3,77.05,45.75,133.16,114.91,167.05,52.58,50059.89,4124.74
2021-12-12,446.09,388.31,77.05,45.75,133.15,114.91,167.05,52.59,50727.86,4165.4
2021-12-13,442.17,382.68,75.02,45.03,135.12,115.46,167.48,51.99,47330.08,3815.24
2021-12-14,439.1,378.74,74.62,44.92,134.8,115.26,165.93,51.46,49003.48,3893.03
2021-12-15,445.95,387.37,75.63,44.79,133.49,115.1,166.64,52.17,49523.74,4055.41
