date,INSTRUMENT_1_vol,INSTRUMENT_2_vol,INSTRUMENT_3_vol,INSTRUMENT_4_vol,INSTRUMENT_5_vol,INSTRUMENT_6_vol,INSTRUMENT_7_vol,INSTRUMENT_8_vol,INSTRUMENT_9_vol,INSTRUMENT_10_vol
2021-04-08,60718812,31526609,16785633,51868850,7894933,6346043,6293515,4302398,44086,476904
2021-04-09,71435354,37611810,16467987,39494148,10127504,5743804,7430299,3423514,37865,392290
2021-04-10,0,0,0,0,0,0,0,0,68476,639120
2021-04-11,0,0,0,0,0,0,0,0,39255,411586
2021-04-12,59086972,24848094,14976515,33479706,8150159,5137741,4365958,5811772,57233,606905
2021-04-13,61137346,29100920,13010944,39621787,14592101,8017965,7221642,5255994,84635,812220
2021-04-14,60438402,46931960,12352335,30591839,8233689,4759658,6004520,9610593,85926,967917
2021-04-15,62837721,39636399,20814238,46673290,26768625,11272263,7904128,4574126,47261,649288
2021-04-16,85502716,41605534,17467411,34975417,16651185,7865413,9554509,4854222,94873,951811
2021-04-17,0,0,0,0,0,0,0,0,53849,660808
2021-04-18,0,0,0,0,0,0,0,0,117260,1575765
2021-04-19,83031863,33140550,16436096,38641449,14047271,5763107,5807225,3364492,77506,851158
2021-04-20,89113983,39092930,30337032,30658429,12595911,6183464,6164946,6383134,69624,984362
2021-04-21,75410042,37123022,16324232,36241129,14349589,8702185,8183440,6011398,73988,1109531
2021-04-22,108365482,42984605,23579113,42990154,14653709,8160174,7736833,3126072,106376,2321112
2021-04-23,70710548,31448325,19279298,28557136,14854214,5448470,7217450,4167177,122009,2536105
2021-04-24,0,0,0,0,0,0,0,0,54665,973677
2021-04-25,0,0,0,0,0,0,0,0,58487,802597
2021-04-26,53610031,31989527,14531542,29283456,9399117,6905623,4720815,3340175,78149,1020272
2021-04-27,49155287,34568813,14970426,28558090,16460924,7376788,5462571,3320977,54225,791114
2021-04-28,53450170,35867496,14713163,41581867,18907192,8975669,6672471,5368760,57536,1051486
2021-04-29,82996160,35698831,16228532,40545530,20004760,5870065,8146269,6178412,56230,760501
2021-04-30,90515634,40704218,27936292,49539316,18256448,5062675,6135099,5062590,64567,658246
2021-05-01,0,0,0,0,0,0,0,0,43458,668584
2021-05-02,0,0,0,0,0,0,0,0,34982,548836
2021-05-03,70535684,29603677,22437452,23513536,17910165,9279467,9170512,3456487,56383,1365402
2021-05-04,109983957,71672446,31245806,44206293,20506820,11927420,9612271,5204083,86525,1720794
2021-05-05,40350061,45187217,12839581,18215123,13181224,7506022,3217101,3349880,78686,1122202
2021-05-06,78426813,53889785,22128784,32811301,24556918,6460020,13900461,6213948,69598,858110
2021-05-07,77240808,57352971,23277046,41405082,21241064,10713822,16403254,4551143,76910,740457
2021-05-08,0,0,0,0,0,0,0,0,66721,1207690
2021-05-09,0,0,0,0,0,0,0,0,65727,999133
2021-05-10,89900216,64306165,18727455,47814608,17716329,6006667,8418735,4265780,93166,1605563
2021-05-11,130183130,75811304,35514878,40283312,16993002,6398106,8462865,5957054,62596,1099661
2021-05-12,160563017,93460552,33923840,56402092,25598665,14023904,13953659,6584994,104543,1597301
2021-05-13,109462578,75236984,40089159,46678930,14757124,8132955,8168765,7194099,127490,1875260
2021-05-14,86057541,43044502,19198794,43158055,19150020,7742872,10155231,5117944,86348,1159344
2021-05-15,0,0,0,0,0,0,0,0,89217,982130
2021-05-16,0,0,0,0,0,0,0,0,116932,1246569
2021-05-17,64545650,39068149,17605747,24306249,6902360,6081917,12325575,4106917,159075,1946290
2021-05-18,62656989,37638768,16947369,35021147,12370806,4114025,7694957,8396565,116870,1282984
2021-05-19,112442527,70233787,30967944,52448947,17759542,13153840,18633831,9114554,350081,4396467
2021-05-20,74360005,48398417,22003835,37978245,14651501,8843379,9062330,5324715,193153,2870957
2021-05-21,92092296,49137197,27256196,40464725,11317850,6648120,7395217,4536349,213774,2597933
2021-05-22,0,0,0,0,0,0,0,0,127433,1650330
2021-05-23,0,0,0,0,0,0,0,0,197499,2909674
2021-05-24,55242277,34031589,12100101,23680509,7706640,5166010,5582920,5002369,169471,2200746
2021-05-25,61362077,33339687,14815041,42885595,13844643,6113177,9837412,3383268,121164,2076543
2021-05-26,45660652,28296531,12947617,29205993,10711596,4543762,8627809,3686015,112379,1524619
2021-05-27,61527221,28666782,17877218,37494780,12431949,6774427,7416813,3049181,95565,1091657
2021-05-28,62301819,30164688,24110845,44116473,12308987,5202340,9187331,4587994,134512,1499061
2021-05-29,0,0,0,0,0,0,0,0,116884,1360196
2021-05-30,0,0,0,0,0,0,0,0,76956,1084463
2021-05-31,0,0,0,0,0,0,0,0,98239,1211173
2021-06-01,53577640,32355779,28293381,44997050,14114056,10119935,8722324,6515922,74881,1085896
2021-06-02,49654316,22538292,13619584,27528470,8285113,4541415,6793524,3491164,70630,928263
2021-06-03,62812432,37047683,18804228,46398586,11976215,3548188,11813712,3165649,73157,989925
2021-06-04,55785857,37611145,13769513,32624644,16381444,6213560,8038583,3440561,95864,1142860
2021-06-05,0,0,0,0,0,0,0,0,72982,960610
2021-06-06,0,0,0,0,0,0,0,0,50429,699496
2021-06-07,54165468,35873947,16750755,26783534,8176118,3038013,7376939,4168885,82776,1155773
2021-06-08,51061720,27118871,11983060,40230376,13147419,4901141,5790056,5318723,120349,1597066
2021-06-09,53171277,21347823,22052236,30538445,13997627,5892595,6502799,4558284,138570,1285665
2021-06-10,49989209,33915071,17148975,32006974,22155563,6362712,9236261,9003877,113047,777825
2021-06-11,45640563,21885148,12720409,31075355,11175066,4121640,7540768,4329904,77045,591002
2021-06-12,0,0,0,0,0,0,0,0,78501,727122
2021-06-13,0,0,0,0,0,0,0,0,92654,722975
2021-06-14,46499213,27915219,19354126,29212514,11687065,3577337,7716240,5020131,109292,701895
2021-06-15,51861578,36113905,17363902,37121722,20352103,4131917,7788869,4124419,72010,582684
2021-06-16,94255620,58229685,21291788,49298743,22054027,13894304,17664838,6212096,88301,671176
2021-06-17,98878079,61809411,28488686,29565033,37273783,9202597,28970452,11290636,81791,535799
2021-06-18,121488123,53157521,37175781,48653777,28987512,13484748,16297292,6625024,87385,760340
2021-06-19,0,0,0,0,0,0,0,0,68779,499848
2021-06-20,0,0,0,0,0,0,0,0,85235,730738
2021-06-21,79210689,32429183,20352873,30361391,18890116,6515055,8397180,8739104,175975,1800141
2021-06-22,61773218,31528503,14036272,37848306,15750032,5247905,7117895,3899877,214448,1652136
2021-06-23,51327182,27831563,17692918,29296304,13316290,5415566,9048275,4666792,123318,914683
2021-06-24,47783963,30785837,19863090,22418440,10910941,3562085,7167363,5463665,91650,679534
2021-06-25,64718394,31422800,13638373,29255607,17728505,6964931,7316889,4687987,117545,851895
2021-06-26,0,0,0,0,0,0,0,0,111936,810389
2021-06-27,0,0,0,0,0,0,0,0,99425,678742
2021-06-28,60507818,40477943,29298462,25382347,13306591,4817628,6888820,4292894,78300,934077
2021-06-29,38219740,32396400,9149439,19063234,12458482,3585491,6767081,2933692,86223,854619
2021-06-30,67914801,32920886,34082256,37724490,18720157,6961205,8184731,3046084,73558,928234
2021-07-01,63009756,27232050,27987384,28468136,12357944,12913308,7630194,4705785,73664,776452
2021-07-02,61471083,34541115,15275787,27134745,10993414,5625871,7103551,4418102,54090,664268
2021-07-03,0,0,0,0,0,0,0,0,46253,629847
2021-07-04,0,0,0,0,0,0,0,0,45151,642604
2021-07-05,0,0,0,0,0,0,0,0,57830,840336
2021-07-06,73921990,39546089,22825658,42415544,22038618,8803010,8526775,10045903,57637,729947
2021-07-07,68689413,35927906,20824020,26809301,23677801,7613922,6420350,10193682,54239,706818
2021-07-08,107298540,50913937,25998360,48549989,16630798,7952262,7410043,6410129,70164,893588
2021-07-09,80472279,35499763,34875492,31654367,15602798,5250529,5064812,4489027,45276,715631
2021-07-10,0,0,0,0,0,0,0,0,36787,498324
2021-07-11,0,0,0,0,0,0,0,0,31669,298262
2021-07-12,60119555,26957180,11783908,24317206,12106758,3987902,7340805,2623088,45126,537138
2021-07-13,60816590,39951560,16263529,30135210,29139502,7072828,6597192,4626368,38919,669522
2021-07-14,71151701,39841730,14524090,21620183,16242547,5931366,8514976,6674383,45561,717650
2021-07-15,56539018,55959686,22034091,35261988,20063773,5810047,6966992,3784067,51762,660881
2021-07-16,79979597,44126478,24157119,23627390,13335575,3367098,9383815,4300240,45019,588032
2021-07-17,0,0,0,0,0,0,0,0,34045,427061
2021-07-18,0,0,0,0,0,0,0,0,33656,488134
2021-07-19,144134231,58453366,43576974,36061051,47710986,20759518,6792379,9521380,40591,558140
2021-07-20,106756073,44964419,28255927,40270010,27586792,8222172,7296300,4645825,63863,813999
2021-07-21,63375898,30165383,23554845,26853919,22898528,8145093,4833001,6716166,86804,1191432
2021-07-22,48945176,28525002,15765385,27637807,19434429,6438553,4660954,4663013,46848,782875
2021-07-23,63027644,31284389,15332689,35069175,15612446,6911903,5909515,2668481,49570,753294
2021-07-24,0,0,0,0,0,0,0,0,46986,644157
2021-07-25,0,0,0,0,0,0,0,0,52418,512365
2021-07-26,44457893,29151068,15135325,50620476,12272385,6130740,5075617,2639144,162892,1437476
2021-07-27,70792140,59632005,21344523,73357288,13647326,8590904,6230505,2653172,95899,893382
2021-07-28,53254503,43179764,18768605,62152940,15581938,11742214,7834594,3082438,104519,744574
2021-07-29,55139301,27194877,23946455,45854934,13221149,6702208,8467226,2563252,55219,504908
2021-07-30,76569975,37914369,24902925,61475633,16802662,5298724,7424819,3506435,71358,784790
2021-07-31,0,0,0,0,0,0,0,0,44226,496970
2021-08-01,0,0,0,0,0,0,0,0,53300,823927
2021-08-02,62996613,26227459,27149945,44341511,23362506,20204497,10992767,5569281,54160,635989
2021-08-03,64592399,36106373,20454272,35829716,14718172,6545242,5487326,7767915,56169,776444
2021-08-04,46384922,29594652,13658960,36816259,20379377,7619810,9647348,6203866,49668,1000363
2021-08-05,43580144,21011237,12836591,16372311,16825463,5168707,7785433,3016175,84878,1358489
2021-08-06,45918695,34339379,11694606,38574908,23148329,7526046,14902647,5636633,74637,874109
2021-08-07,0,0,0,0,0,0,0,0,72946,1145547
2021-08-08,0,0,0,0,0,0,0,0,72910,1006348
2021-08-09,38898206,27112243,7741861,25843014,14087143,11411477,11152352,4912421,71576,1117469
2021-08-10,46667293,38115944,10965613,17117712,16009227,7537029,7225774,4668293,55969,893292
2021-08-11,45381941,35606918,16245508,22957624,20610879,7147528,7296807,5363356,51346,749352
2021-08-12,38722855,27787664,12869532,28127511,16785403,6972108,5337372,2797445,54462,672422
2021-08-13,44489041,18644452,16150917,30649793,22274087,7304964,7826129,3409708,45357,574060
2021-08-14,0,0,0,0,0,0,0,0,45491,490054
2021-08-15,0,0,0,0,0,0,0,0,44370,566938
2021-08-16,74679441,36700357,19824659,49958557,22165306,6342866,7571431,4528160,50447,630772
2021-08-17,93335326,49703259,24670531,82323868,14516904,7609537,6989829,2988082,64290,738414
2021-08-18,94519981,39201293,16572566,42421001,14762649,7137169,7971089,5935510,57394,561148
2021-08-19,96779998,55869276,32911187,64110527,17494274,5955823,6784648,6618978,55971,586529
2021-08-20,73072699,40425806,15942975,49584338,13403988,6434350,6873181,4512066,58850,566408
2021-08-21,0,0,0,0,0,0,0,0,49536,457455
2021-08-22,0,0,0,0,0,0,0,0,36840,410340
2021-08-23,57390977,31637132,24228388,47797679,11488354,3913729,8096262,4550742,54990,637291
2021-08-24,40351251,21583840,13965056,53537700,15551035,3500534,4999837,4913116,49643,559555
2021-08-25,40130363,20182985,13483701,27800067,19834358,5107226,5817366,4670819,42043,442023
2021-08-26,59323369,32196580,18178074,34310901,18642176,6933839,4026646,4517061,49009,411863
2021-08-27,78001495,27808747,27164609,36042329,16138602,5820421,10096603,3980595,42312,446423
2021-08-28,0,0,0,0,0,0,0,0,24981,282398
2021-08-29,0,0,0,0,0,0,0,0,28604,323150
2021-08-30,51909389,29829303,8508335,21723917,11632485,6401152,3833274,3592874,42549,581397
2021-08-31,65269404,32164194,19542628,49385104,16621080,7158165,6447578,3922737,49376,876086
2021-09-01,51234942,29213439,32200741,39115757,11858827,12482390,4829971,8305614,51358,852041
2021-09-02,44415090,25304191,14099712,27960232,11268235,3017981,4682151,5812269,53147,542782
2021-09-03,47762268,25388067,16742844,23154317,15026182,5079693,7853484,5481698,57529,611175
2021-09-04,0,0,0,0,0,0,0,0,32797,362172
2021-09-05,0,0,0,0,0,0,0,0,38338,326018
2021-09-06,0,0,0,0,0,0,0,0,47373,431738
2021-09-07,54431005,24677139,14910062,38218506,17158139,7520367,9783088,3965342,115458,1185077
2021-09-08,59939948,34340492,22332243,53533087,16713678,6024225,6447511,4521931,64115,760435
2021-09-09,55661835,28467972,20273202,36545665,23565494,6601035,6352788,7155921,51859,621894
2021-09-10,89638095,42677704,28033006,44813971,16990559,7852057,7893599,3974327,49705,645145
2021-09-11,0,0,0,0,0,0,0,0,28209,410123
2021-09-12,0,0,0,0,0,0,0,0,32671,413032
2021-09-13,86584356,50872075,23462153,39915147,16151800,4390912,5796642,3312375,72653,642012
2021-09-14,75423048,41002858,18984974,40425934,23321963,7086250,8038827,3235079,42992,372273
2021-09-15,81256707,32859104,24148930,45065664,12909772,5079107,5745984,5377743,41402,428042
2021-09-16,80277799,33730738,27190788,46661230,15085855,5737447,12351520,2777374,38968,495179
2021-09-17,121608709,59821859,36142301,43870315,15022439,7815246,7799759,5030954,30601,383267
2021-09-18,0,0,0,0,0,0,0,0,30037,314000
2021-09-19,0,0,0,0,0,0,0,0,27747,317742
2021-09-20,168177572,85625530,45874605,56067549,16706121,8928172,7422832,4593329,83894,960081
2021-09-21,96591926,46685395,39305186,40631444,11312410,4847783,6987058,3504287,76591,1049393
2021-09-22,110942802,43613505,30296686,51584927,26877711,11992396,10703034,2897966,59926,661186
2021-09-23,84282097,40727847,29973440,29008223,26733358,10809859,8990434,2931979,45553,450394
2021-09-24,63330576,37892893,22119507,34829560,23948860,10297422,6881416,2646085,80872,900517
2021-09-25,0,0,0,0,0,0,0,0,35712,522429
2021-09-26,0,0,0,0,0,0,0,0,50097,725663
2021-09-27,60443438,42671156,14792493,31672669,15764279,6587870,4779284,4628800,39093,534712
2021-09-28,129991143,98183351,46999972,49566972,29607308,10744057,9353701,4742455,42799,472069
2021-09-29,88091827,61039867,33572679,46845997,24332793,8508819,8530855,4388434,33655,372479
2021-09-30,148269731,62433861,38011240,74532525,24741758,7441690,10832871,12586986,43271,497161
2021-10-01,150404212,61674320,47506319,50128629,27910643,19788595,6514125,4771109,61453,679674
2021-10-02,0,0,0,0,0,0,0,0,30371,397556
2021-10-03,0,0,0,0,0,0,0,0,31888,341614
2021-10-04,136574551,79457452,31821401,47385583,30817738,7442932,7445502,6328706,49282,523107
2021-10-05,90959859,50982793,26488353,31409623,23792659,6711063,5766930,5540044,50192,383893
2021-10-06,98630623,59045901,39015789,63932131,21980716,7351974,6616593,7608150,78981,608274
2021-10-07,76897443,39820489,20286104,63696539,16313500,7292595,4983748,6600943,53569,460344
2021-10-08,80651085,41607012,21244638,27688118,18651723,9501391,8891290,5361504,46042,388024
2021-10-09,0,0,0,0,0,0,0,0,56799,402041
2021-10-10,0,0,0,0,0,0,0,0,92211,607633
2021-10-11,71376189,36117743,24589013,28704695,7643107,2303409,3833262,4008706,52559,497444
2021-10-12,75942312,46183911,20058607,30496443,20881926,7914499,5628259,5764831,47834,434235
2021-10-13,76297729,39274023,23115537,36585602,27151077,11126082,11787793,2946859,56441,353405
2021-10-14,68988107,44239013,19746607,27432812,12422509,9212436,5296627,3346001,42047,443047
2021-10-15,73379135,40332502,26408751,48342167,14134388,8728264,8488624,3522171,90633,498978
2021-10-16,0,0,0,0,0,0,0,0,36035,364077
2021-10-17,0,0,0,0,0,0,0,0,41599,369204
2021-10-18,68345717,33498987,21073451,27304089,14455734,9212962,4238568,4516950,54523,375167
2021-10-19,50887800,26939089,14935471,43465412,14083705,7182387,6327243,4201507,56778,341312
2021-10-20,58193977,31549915,11898733,30604015,14105205,6678791,4798474,5405911,51104,530481
2021-10-21,45752620,24418249,17110083,39461252,15583917,7520323,4407215,4751211,70082,794495
2021-10-22,57703834,36335565,22416558,54401049,15182076,10358695,10557316,3493256,54385,408127
2021-10-23,0,0,0,0,0,0,0,0,27621,318512
2021-10-24,0,0,0,0,0,0,0,0,32568,355127
2021-10-25,47896871,34760001,13667576,37362181,10043583,4605957,4819338,4820180,35075,354258
2021-10-26,54007529,46378360,11377933,35569620,15938100,5272494,6681437,3840274,38886,404383
2021-10-27,78404235,44690872,19573568,32242244,21795221,16493527,5537800,6541026,64846,726595
2021-10-28,50781082,39877337,15395214,30520929,19625099,9248966,6751096,4759292,61621,638809
2021-10-29,71195768,37933910,24755017,59790939,20051865,11146545,7042950,5383271,46256,501183
2021-10-30,0,0,0,0,0,0,0,0,32895,376882
2021-10-31,0,0,0,0,0,0,0,0,37540,395100
2021-11-01,49349005,32424840,20817642,35809482,20375588,14697308,4903078,3058953,43741,436762
2021-11-02,48399871,25391348,11478311,38531698,10257883,11632286,4061996,2966974,45729,449948
2021-11-03,54351909,36952690,14737708,52297816,23836400,16243734,8631890,7709981,43403,430504
2021-11-04,56898155,41627242,13001079,26930693,17345127,13255860,7348228,9114818,34772,393602
2021-11-05,66898082,48563805,15601198,25368612,26975841,13270338,10128753,4732275,31450,260947
2021-11-06,0,0,0,0,0,0,0,0,26539,317639
2021-11-07,0,0,0,0,0,0,0,0,25339,252951
2021-11-08,52430880,29063198,8476162,24468128,12958349,7553896,4939072,2881829,46872,400148
2021-11-09,56157319,54124114,15608003,32717397,27015568,12768905,5605031,5072745,48750,337373
2021-11-10,72847919,56719405,19646758,41739226,32765037,19880202,11116555,5151498,69948,563615
2021-11-11,41475578,34310655,9053186,59540301,6005334,3930413,6303377,5837708,36619,310795
2021-11-12,59834962,38268959,14243362,35998007,13403520,10356584,7379002,5687533,41265,434301
2021-11-13,0,0,0,0,0,0,0,0,22499,211752
2021-11-14,0,0,0,0,0,0,0,0,24714,235311
2021-11-15,48393971,33282728,15152849,35538002,15122603,8765797,5811312,5238848,37505,347377
2021-11-16,47985035,30937018,11448637,33347577,14259867,6155712,8898367,4318059,79057,713260
2021-11-17,51062791,31970635,9902890,26073742,16612047,10013955,6577323,7626588,44028,434260
2021-11-18,55660083,43846068,12816406,39085986,12572872,9989385,6027077,4845634,61111,553910
2021-11-19,61472407,46350039,21295376,41295526,15615679,11252764,8159666,6787070,48400,385671
2021-11-20,0,0,0,0,0,0,0,0,37269,346135
2021-11-21,0,0,0,0,0,0,0,0,30207,330603
2021-11-22,80836344,64403025,18970853,40443541,18023331,11102588,12757580,7637193,49460,558517
2021-11-23,80877747,70636322,27131238,42495854,17031047,12379692,7836426,5435846,49272,521731
2021-11-24,68362201,48290468,20071996,35769981,14934029,7408274,5131130,4213904,39075,441804
2021-11-25,0,0,0,0,0,0,0,0,40610,455652
2021-11-26,118213074,49080735,42142336,60878690,22222197,14267737,10643687,18381135,62897,738169
2021-11-27,0,0,0,0,0,0,0,0,28954,239017
2021-11-28,0,0,0,0,0,0,0,0,35547,353977
2021-11-29,91143488,56892052,33422194,46726351,24980395,13796465,7567806,12513229,39666,406148
2021-11-30,152448011,89007174,57378697,91061802,38424113,20392556,13011942,20648095,48189,757160
2021-12-01,136754601,74073981,44097407,60509703,30092121,26907120,8050097,12286599,45603,532619
2021-12-02,134470080,90422159,45129846,81529160,18779103,11462056,8623861,14876245,36785,437960
2021-12-03,149175791,100890388,47530397,84972680,38207961,20194111,10374794,11073631,62930,725279
2021-12-04,0,0,0,0,0,0,0,0,108285,1118601
2021-12-05,0,0,0,0,0,0,0,0,43055,547698
2021-12-06,106226272,68461132,33248148,53090521,35251097,10312299,4464921,7506218,61494,769419
2021-12-07,107256137,55288498,29219957,57567733,22653869,7785744,4934701,9829953,37159,447056
2021-12-08,76283966,43518702,22969683,42290918,35441470,10455320,4632235,6031545,37878,420455
2021-12-09,65159772,47667612,32035303,41074417,20382162,9083909,5306933,6117890,36244,432691
2021-12-10,83567114,52525939,23211914,46413188,16589499,5283452,6468412,5487966,46344,540536
2021-12-11,0,0,0,0,0,0,0,0,28109,404083
2021-12-12,0,0,0,0,0,0,0,0,23873,262707
2021-12-13,90596142,48701472,27736458,57853253,20811092,5769493,6314151,5936942,48474,533792
2021-12-14,102469990,74396832,32118580,46137207,13615490,4804429,8964164,4844766,41117,389940
2021-12-15,122550270,75362359,32156317,59756022,29980951,9082377,13853331,5014833,48156,553043
2021-12-16,126207236,86188820,46833483,63213427,18814893,8904788,12111219,4937796,32628,385462
2021-12-17,136185979,84423802,46825497,56994165,20609778,8490061,9670089,5307749,43475,448159
2021-12-18,0,0,0,0,0,0,0,0,25286,356117
2021-12-19,0,0,0,0,0,0,0,0,29492,315203
2021-12-20,109242044,62147865,24656842,43520986,20806504,13420493,7130311,7817798,36518,346948
2021-12-21,71723356,50139629,21360655,39625268,18005558,7946062,4887974,4938955,35398,342576
2021-12-22,56050265,37206344,23988983,27663088,13142971,6082396,4632231,5614559,27529,296085
2021-12-23,51120166,28170797,31989425,24277588,13977103,6873650,4538600,3631796,34229,384204
2021-12-24,0,0,0,0,0,0,0,0,31399,226761
2021-12-25,0,0,0,0,0,0,0,0,18489,212205
2021-12-26,0,0,0,0,0,0,0,0,24003,173466
2021-12-27,61309527,33502528,15154983,28608586,8641343,3505403,4655806,4315783,27672,246468
2021-12-28,52047620,34646329,15654815,27508133,10418811,8406759,4424565,2905351,49712,359509
2021-12-29,56370056,33099886,15445184,29271983,12679857,12414240,6244670,4378995,40404,304520
2021-12-30,60603642,23252969,21751289,39521720,12176872,11211336,5263953,3559202,30025,235360
2021-12-31,70214325,36692492,24434703,33012601,15746472,7842506,6827265,2129425,34360,268537
2022-01-01,0,0,0,0,0,0,0,0,19543,160222
2022-01-02,0,0,0,0,0,0,0,0,18812,152457
2022-01-03,75309437,40667078,24408187,29974529,34141803,27749953,8218918,5488977,28129,232377
2022-01-04,77222599,60295239,22173676,28044894,24913388,15537972,6801976,4350714,35877,297644
2022-01-05,105839363,73855483,25428835,52962253,24668690,14357197,9595916,5276554,54778,399674
2022-01-06,89456594,76428336,31564133,37694168,20604323,11200251,11048703,4994751,38845,509972
2022-01-07,92293313,69012170,23286840,34403718,21185987,13107758,8714210,6003126,57541,637751
2022-01-08,0,0,0,0,0,0,0,0,33390,387723
2022-01-09,0,0,0,0,0,0,0,0,22609,280862
2022-01-10,121980137,95803799,49265555,47306917,15688068,8845815,7274982,3954242,51542,538303
2022-01-11,78807200,72768645,30849719,63581362,30416628,8273723,7868030,6742234,38453,350294
2022-01-12,67391079,51896624,31135010,65723031,15724968,8389364,6193113,5071463,34820,342056
2022-01-13,103532163,81797944,26887722,35310024,17386534,8869403,7002298,4476361,33264,329126
2022-01-14,101641473,81164285,26061806,45234941,25133091,10331624,8235353,6197268,30641,266339
2022-01-15,0,0,0,0,0,0,0,0,21309,187297
2022-01-16,0,0,0,0,0,0,0,0,21505,200963
2022-01-17,0,0,0,0,0,0,0,0,26724,312911
2022-01-18,121253691,80873370,37136982,50171869,23250130,12642807,9888444,6552542,30523,297821
2022-01-19,117406784,89974280,36022015,45373284,21316471,10049242,15761146,5306925,27552,335915
2022-01-20,142197392,91949031,44861438,62257601,15788063,8296327,9599347,4357553,45526,342598
2022-01-21,212087743,150956656,66082501,57308540,30085808,13344837,11597151,5280215,91833,1123093
2022-01-22,0,0,0,0,0,0,0,0,93245,1025140
2022-01-23,0,0,0,0,0,0,0,0,42598,632877
2022-01-24,255258997,210918523,85214712,95450388,26857485,20353087,15389000,9309468,95021,1131167
2022-01-25,169229806,132898276,53712922,57047988,16594548,13315434,17125205,6194343,45901,498410
2022-01-26,187531983,152886242,57294193,56687785,27113541,12726225,18505307,6517543,71891,841320
2022-01-27,157624980,107492535,48442704,71529789,27085849,10692805,16789448,5900127,53666,579673
2022-01-28,164682165,104658230,50642527,53812959,13373264,6392663,8791949,4436424,42249,497501
2022-01-29,0,0,0,0,0,0,0,0,26548,402815
2022-01-30,0,0,0,0,0,0,0,0,20739,309100
2022-01-31,152299244,95992458,41070727,67576435,16338805,7450330,8073049,3128002,41295,447818
2022-02-01,130152330,80383515,51464191,45806168,25257268,16918738,9546528,4320644,36392,387513
2022-02-02,123894113,88645677,33767468,38793572,19303392,6498924,9218432,3218156,33109,440010
2022-02-03,124846519,103062386,44648263,39475291,18773578,7760688,10376779,4975369,32750,395262
2022-02-04,124216089,89501164,30632148,40618574,26650487,8751747,9555493,4765292,64878,667180
2022-02-05,0,0,0,0,0,0,0,0,29308,356346
2022-02-06,0,0,0,0,0,0,0,0,25447,242033
2022-02-07,88206152,59910145,17211824,32645898,16076033,10031429,7544834,2234864,51554,439487
2022-02-08,88954540,66606412,27694345,28285882,17403054,7914497,5795596,5152089,64088,506612
2022-02-09,86811039,54981127,25188233,40125891,16322465,11852078,8080486,3999127,33118,350858
2022-02-10,161935260,110242300,25160039,60415084,33772309,17217002,11531694,4875976,63064,597282
2022-02-11,182296446,115554093,51828917,60709689,52580571,19047479,25656121,12002757,45196,435694
2022-02-12,0,0,0,0,0,0,0,0,30427,306352
2022-02-13,0,0,0,0,0,0,0,0,18613,249691
2022-02-14,137534689,81762376,48238854,63257039,26568837,11346143,14229559,9788468,30798,369818
2022-02-15,93308207,57891689,32167350,36432222,19615480,8925621,12097024,10717633,40628,448745
2022-02-16,86061480,58109385,21796093,48504959,18236575,8800453,11743976,6809563,28604,314572
2022-02-17,102379535,55573236,37490697,44312902,27816975,8873739,19075410,7201772,47478,507343
2022-02-18,145816896,87359582,34044323,45027658,18003124,8324824,12634983,8751015,43587,519897
2022-02-19,0,0,0,0,0,0,0,0,18216,277249
2022-02-20,0,0,0,0,0,0,0,0,32227,403667
2022-02-21,0,0,0,0,0,0,0,0,64960,761435
2022-02-22,128786320,95079934,33146299,63308487,21382777,8887217,15100961,9521153,54420,616694
2022-02-23,131525998,86827327,41292722,39788245,18830271,7857818,12552863,7640703,37785,548241
2022-02-24,207070429,130697030,68114757,101441416,31232518,20811106,33905239,17085401,108982,1430603
2022-02-25,124343478,77612725,51582089,57825863,16477291,8400146,10850428,9374732,53713,677001
2022-02-26,0,0,0,0,0,0,0,0,28832,418969
2022-02-27,0,0,0,0,0,0,0,0,47454,638129
2022-02-28,138146756,78182107,56222212,87868743,28951996,12821789,15939924,8899602,72351,751313
2022-03-01,140538756,67759767,52290848,77072433,40912274,29351374,21857971,16509962,57668,636959
2022-03-02,127143943,74244998,42657523,67911175,34278701,12945218,21863144,22587182,55787,637469
2022-03-03,104813122,80670307,42590856,63271875,23038600,12055419,14472743,19699672,52383,442793
2022-03-04,129923532,78185942,57723100,68649747,26987981,20922089,22757305,19221156,59779,574969
2022-03-05,0,0,0,0,0,0,0,0,26098,260921
2022-03-06,0,0,0,0,0,0,0,0,42507,340810
2022-03-07,147869558,96799705,59254681,86844516,25582391,12941753,27557274,16956232,59880,638245
2022-03-08,175927575,117553511,58116438,98099011,32304754,11280524,54145465,30135359,53792,508128
2022-03-09,113983182,63600895,58744282,63147281,21421932,7681016,27450865,31240321,66037,575011
2022-03-10,96321577,66479038,35509652,64998584,30864838,11689857,18225622,11635358,70937,568681
2022-03-11,99538598,68067182,31905490,74390842,16595611,5712609,14792944,7741464,60976,530634
2022-03-12,0,0,0,0,0,0,0,0,24226,254802
2022-03-13,0,0,0,0,0,0,0,0,31552,304317
2022-03-14,90889801,82995832,31695214,102325538,26561815,9206628,13940890,9353509,45215,384026
2022-03-15,117642721,87027506,35447565,92632174,18953475,9172969,18409887,13052909,42317,465860
2022-03-16,154806812,105225150,44253601,145653253,26900239,13185327,17243004,7905395,89523,661112
2022-03-17,106377101,62560470,35579375,86037670,21620964,7183796,11736433,9523746,35619,347740
